Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-10-24;66;85;Hercules;1477;727;1905;1795;187;618;247;Não
2016-06-02;68;81;Hercules;827;1517;1138;1050;777;765;43;Não
2016-11-23;68;85;Hercules;1258;606;1674;1721;1673;1014;151;Não
2016-12-20;65;78;Hercules;362;923;1778;179;1246;839;81;Não
2016-10-06;62;83;Hercules;940;1475;301;378;586;1248;81;Não
2016-06-29;60;92;Hercules;2008;1868;1885;1456;655;843;105;Não
2016-06-20;68;90;Hercules;1206;1405;1749;1781;325;642;30;Não
2016-05-15;68;85;Hercules;1082;855;1029;1389;1837;1145;73;Não
2016-06-29;65;91;Hercules;268;223;777;733;1866;848;107;Não
2016-03-28;60;77;Hercules;1405;933;329;1066;1192;337;53;Não
2016-07-17;66;92;Hercules;1603;279;893;1063;520;869;46;Não
2016-02-27;63;80;Hercules;1532;1790;1354;732;653;197;16;Não
2016-08-13;60;94;Hercules;602;1416;983;1744;1413;1381;15;Não
2016-01-19;63;77;Hercules;1428;1839;596;802;1187;1830;17;Não
2016-12-05;64;82;Hercules;751;1720;292;1798;1943;876;34;Não
2016-08-04;65;84;Hercules;1901;1223;1111;669;615;1884;74;Não
2016-11-11;61;78;Hercules;1647;1408;1825;1611;1983;1225;34;Não
2016-05-30;68;77;Hercules;229;1087;1594;1515;1210;1090;1;Não
2016-02-27;61;75;Hercules;1656;1166;381;381;1440;1830;12;Não
2016-07-05;67;83;Hercules;541;1596;997;1014;544;1218;251;Não
2016-02-21;66;84;Hercules;1189;1878;1858;1587;1197;1877;82;Não
2016-04-30;60;80;Hercules;1955;1594;781;560;385;1497;71;Não
2016-01-04;64;78;Hercules;345;1060;1216;708;1225;1137;1;Não
2016-08-13;63;84;Hercules;1039;1660;1808;780;636;1696;13;Não
2016-10-27;67;86;Hercules;176;1304;251;1095;1434;1915;22;Não
2016-06-08;67;86;Hercules;1473;280;1225;982;1496;380;55;Não
2016-01-04;65;76;Hercules;1331;1859;1178;680;1701;953;2;Não
2016-03-10;64;79;Hercules;317;1411;272;425;1529;1383;18;Não
2016-10-06;65;82;Hercules;1712;1921;648;1432;801;436;82;Não
2016-05-09;65;81;Hercules;1929;197;1462;1903;1753;462;107;Não
2016-04-03;62;85;Hercules;388;1840;1439;1856;1734;1189;19;Não
2016-05-12;68;80;Hercules;196;798;991;1182;923;948;5;Não
2016-08-10;63;89;Hercules;1196;1314;873;753;659;999;120;Não
2016-11-26;61;76;Hercules;182;1799;289;1304;1612;270;26;Não
2016-10-30;62;80;Hercules;1915;1730;1222;1311;1293;734;94;Não
2016-10-03;63;82;Hercules;1710;1891;378;1360;213;1128;8;Não
2016-03-22;64;86;Hercules;1027;1463;1043;979;1419;894;61;Não
2016-10-27;63;87;Hercules;1564;466;1026;1675;744;459;24;Não
2016-01-16;67;76;Hercules;858;893;1992;316;517;1296;95;Não
2016-09-15;61;82;Hercules;1556;858;509;782;1670;1454;170;Não
2016-03-07;68;77;Hercules;478;420;1637;1532;1647;1560;61;Não
2016-05-09;66;85;Hercules;771;1218;952;1456;552;1322;110;Não
2016-04-09;63;79;Hercules;498;683;329;1928;1850;1392;45;Não
2016-07-17;62;86;Hercules;1227;475;1117;803;962;1328;48;Não
2016-09-27;63;82;Hercules;1425;1533;1390;1358;1042;816;7;Não
2016-01-31;68;85;Hercules;624;1430;1576;1010;1872;406;33;Não
2016-04-18;68;81;Hercules;1294;1545;1462;1337;278;972;175;Não
2016-01-28;67;82;Hercules;430;1925;1759;724;1548;1943;57;Não
2016-11-02;66;77;Hercules;1856;388;1169;1630;1436;1519;171;Não
2016-01-04;66;79;Hercules;312;1707;791;492;1905;1251;3;Não
2016-10-21;61;86;Hercules;1580;1494;1747;1432;1539;976;179;Não
2016-01-04;67;78;Hercules;1156;1010;1029;1610;1129;866;4;Não
2016-08-19;64;93;Hercules;2009;996;1259;951;752;803;158;Não
2016-01-25;63;84;Hercules;694;1960;1267;957;2003;1125;74;Não
2016-04-21;67;78;Hercules;2010;1359;1560;1062;537;543;245;Não
2016-09-30;67;81;Hercules;460;831;430;601;1658;460;83;Não
2016-09-21;62;89;Hercules;1832;1203;1470;367;439;1996;42;Não
2016-02-27;60;84;Hercules;719;460;1568;1389;216;1579;13;Não
2016-01-25;68;85;Hercules;1947;1527;356;994;921;1122;71;Não
2016-10-03;67;91;Hercules;1217;507;1808;1026;1885;422;7;Não
2016-02-27;65;85;Hercules;612;161;1647;590;1419;444;18;Não
2016-09-18;62;94;Hercules;567;1624;671;409;479;242;28;Não
2016-03-16;61;82;Hercules;815;1748;729;1943;537;1292;98;Não
2016-08-16;66;87;Hercules;1856;1677;990;1376;1152;169;86;Não
2016-12-08;64;79;Hercules;804;1402;285;390;909;264;5;Não
2016-01-04;64;76;Hercules;1107;673;925;194;1449;1308;7;Não
2016-07-08;65;83;Hercules;1596;1445;1600;450;1340;1325;19;Não
2016-05-21;64;80;Hercules;342;399;1606;838;476;1786;46;Não
2016-07-02;66;84;Hercules;1362;345;1829;248;484;1450;176;Não
2016-06-26;62;82;Hercules;1441;1402;1771;1642;634;970;34;Não
2016-01-10;60;76;Hercules;1480;307;634;1334;339;1190;80;Não
2016-03-07;65;79;Hercules;1467;1576;163;1847;1461;673;60;Não
2016-10-12;65;92;Hercules;776;368;772;491;434;363;84;Não
2016-01-16;61;84;Hercules;2010;408;637;1708;1350;416;96;Não
2016-08-13;64;89;Hercules;857;1789;1689;1903;1603;391;12;Não
2016-08-16;62;87;Hercules;1707;915;645;1026;1845;557;88;Não
2016-09-21;60;84;Hercules;566;1525;705;896;1825;1293;40;Não
2016-02-24;67;78;Hercules;399;308;569;1594;879;363;148;Não
2016-10-12;65;90;Hercules;374;510;1684;1671;1368;573;83;Não
2016-08-25;65;89;Hercules;724;1868;867;563;1814;1285;68;Não
2016-07-20;64;87;Hercules;587;607;258;728;1837;853;113;Não
2016-03-16;62;85;Hercules;1665;1732;1690;1373;915;378;92;Não
2016-10-09;62;85;Hercules;1470;1056;767;866;1243;1954;16;Não
2016-12-05;65;76;Hercules;1792;1001;902;316;327;1119;32;Não
2016-01-19;66;79;Hercules;1643;276;1497;319;271;1688;18;Não
2016-04-21;66;87;Hercules;1122;1379;442;1648;1376;1550;247;Não
2016-03-31;62;88;Hercules;1895;1149;907;1490;1620;1352;25;Não
2016-05-09;66;78;Hercules;610;1274;1280;1434;652;2003;113;Não
2016-06-11;63;85;Hercules;1443;1543;1579;1520;314;619;122;Não
2016-05-18;67;77;Hercules;1897;1044;1042;399;798;1790;24;Não
2016-04-27;65;78;Hercules;580;871;495;567;248;1674;1;Não
2016-06-05;66;77;Hercules;1981;1762;501;1192;1207;644;59;Não
2016-06-26;68;91;Hercules;1271;202;1923;1017;842;1796;38;Não
2016-10-09;62;82;Hercules;1465;1031;1131;205;189;998;14;Não
2016-12-26;64;79;Hercules;1265;1473;1771;1136;971;465;31;Não
2016-01-13;60;76;Hercules;777;1373;1985;213;1770;1292;22;Não
2016-07-17;65;87;Hercules;441;1282;1422;561;1096;1225;42;Não
2016-10-03;66;90;Hercules;1087;1115;1738;874;1207;416;11;Não
2016-06-11;68;86;Hercules;2008;1226;990;411;867;1202;127;Não
2016-12-11;68;85;Hercules;1460;1080;932;752;1214;327;73;Não
2016-08-31;67;84;Hercules;1479;1526;627;834;1850;992;213;Não
2016-10-24;65;83;Hercules;1188;1875;1110;748;512;1885;251;Não
2016-10-24;66;78;Hercules;1065;1737;1365;1432;1481;1462;252;Não
2016-09-15;60;88;Hercules;709;318;619;231;1146;661;172;Não
2016-04-30;60;84;Hercules;803;1783;1947;400;928;1071;72;Não
2016-01-22;62;82;Hercules;1799;1402;1433;1152;1898;498;28;Não
2016-08-16;61;84;Hercules;984;1911;1185;1887;1846;1376;87;Não
2016-03-28;65;81;Hercules;1280;1698;737;1690;1170;1567;54;Não
2016-05-24;68;86;Hercules;1353;1599;1736;1173;783;432;45;Não
2016-09-09;61;92;Hercules;608;585;287;786;1480;177;29;Não
2016-02-09;67;81;Hercules;1457;742;478;699;1533;1124;247;Não
2016-05-03;66;85;Hercules;621;1356;1006;1413;1276;433;150;Não
2016-01-01;64;77;Hercules;1831;1622;662;688;1522;672;105;Não
2016-04-15;64;87;Hercules;772;1154;1402;233;1618;1727;105;Não
2016-12-08;67;79;Hercules;871;1505;1538;1056;1273;1082;3;Não
2016-06-29;66;92;Hercules;407;1194;294;341;270;209;104;Não
2016-11-02;67;85;Hercules;217;1179;635;607;908;1059;168;Não
2016-04-15;67;83;Hercules;1540;816;242;209;1828;1628;103;Não
2016-12-29;68;80;Hercules;330;1915;1816;471;839;1521;1;Não
2016-11-26;60;85;Hercules;1928;1537;1813;805;1742;1521;24;Não
2016-03-10;63;76;Hercules;1564;1864;1910;1701;1769;1254;17;Não
2016-01-28;65;79;Hercules;1129;1887;1470;584;500;1730;56;Não
2016-06-29;65;87;Hercules;410;1911;448;260;1382;209;111;Não
2016-11-14;64;80;Hercules;1642;1748;730;813;524;2003;111;Não
2016-04-24;63;86;Hercules;310;1797;1567;1406;261;1499;315;Não
2016-12-14;64;80;Hercules;1676;1717;1903;1923;1969;1219;152;Não
2016-08-10;64;92;Hercules;681;1283;288;1388;1347;1534;121;Não
2016-08-07;60;91;Hercules;725;758;393;1940;1005;881;52;Não
2016-08-01;63;87;Hercules;1641;1555;846;224;1344;1636;2;Não
2016-06-08;68;83;Hercules;996;576;1148;1697;631;994;56;Não
2016-09-18;62;84;Hercules;1939;1790;497;1103;541;1788;27;Não
2016-08-25;63;86;Hercules;747;820;701;695;1164;488;67;Não
2016-08-19;64;95;Hercules;218;1037;592;536;260;227;157;Não
2016-08-01;66;89;Hercules;1376;1015;471;1145;1241;738;5;Não
2016-03-07;68;81;Hercules;1966;262;216;1549;1543;1602;55;Não
2016-05-12;64;82;Hercules;1155;1575;1598;175;871;1000;1;Não
2016-11-08;68;88;Hercules;764;1174;1775;1127;1366;537;36;Não
2016-02-03;64;76;Hercules;1264;1084;1281;1299;1861;1969;103;Não
2016-02-24;65;79;Hercules;524;782;373;1143;484;523;155;Não
2016-04-12;65;81;Hercules;1149;1074;1252;1701;1743;566;27;Não
2016-10-18;66;87;Hercules;1627;1380;1806;841;681;1574;105;Não
2016-09-06;61;86;Hercules;1010;534;1021;1964;1815;1079;49;Não
2016-09-15;68;83;Hercules;1716;828;479;1740;1835;780;177;Não
2016-11-20;60;77;Hercules;1364;1899;608;1196;170;1756;81;Não
2016-06-05;63;83;Hercules;1629;1250;1752;282;1777;1494;65;Não
2016-01-04;67;75;Hercules;1273;976;575;492;872;899;6;Não
2016-05-24;66;84;Hercules;1188;267;1733;1786;854;1544;46;Não
2016-11-26;67;84;Hercules;1006;920;718;1129;481;760;30;Não
2016-11-20;68;82;Hercules;601;701;950;1769;1576;1747;74;Não
2016-07-23;64;83;Hercules;1816;1054;1282;201;609;787;185;Não
2016-06-11;66;81;Hercules;971;1745;1195;501;1989;954;125;Não
2016-02-21;64;84;Hercules;1655;1333;489;1643;1986;1357;79;Não
2016-09-09;61;83;Hercules;222;1795;1604;708;1200;1162;32;Não
2016-04-27;60;88;Hercules;991;428;1349;306;439;269;5;Não
2016-03-31;66;87;Hercules;871;1150;670;1142;370;1299;24;Não
2016-05-15;62;83;Hercules;506;199;1273;1723;596;788;77;Não
2016-07-26;63;82;Hercules;1733;319;1259;1266;451;1652;20;Não
2016-12-20;60;84;Hercules;1029;1527;513;259;911;1197;80;Não
2016-04-06;61;81;Hercules;785;240;408;1434;1326;731;93;Não
2016-03-01;61;84;Hercules;1240;669;1799;1738;1938;849;84;Não
2016-07-20;60;81;Hercules;263;374;1317;1388;1231;616;120;Não
2016-01-13;67;77;Hercules;1405;1974;1662;1784;986;764;18;Não
2016-04-03;63;80;Hercules;215;948;410;955;532;1752;22;Não
2016-08-28;68;86;Hercules;652;253;193;1540;974;1821;140;Não
2016-07-02;61;90;Hercules;640;354;751;1734;1856;1256;177;Não
2016-11-23;63;84;Hercules;559;1135;1924;1186;947;1325;149;Não
2016-05-24;60;86;Hercules;1623;1511;545;1159;1206;1516;47;Não
2016-12-11;63;81;Hercules;386;322;1760;904;1751;250;78;Não
2016-07-14;61;87;Hercules;1970;1753;691;211;1155;737;94;Não
2016-07-20;61;82;Hercules;949;530;1330;349;1135;1743;115;Não
2016-11-02;66;79;Hercules;1524;276;228;1788;1985;1705;165;Não
2016-04-30;66;77;Hercules;1424;721;187;1522;1025;1522;73;Não
2016-06-26;63;92;Hercules;1648;187;1797;779;1412;854;33;Não
2016-06-17;62;88;Hercules;1562;473;1284;491;1111;1086;271;Não
2016-12-11;65;82;Hercules;268;327;970;1645;1826;534;80;Não
2016-04-18;64;77;Hercules;259;407;372;1317;999;759;171;Não
2016-08-25;61;91;Hercules;449;1750;1844;1513;619;1953;72;Não
2016-04-27;68;77;Hercules;1698;1586;901;1744;1447;1668;3;Não
2016-04-06;68;79;Hercules;1302;1390;1131;392;1315;351;94;Não
2016-09-09;63;94;Hercules;226;970;271;1351;1813;1095;28;Não
2016-01-16;65;84;Hercules;681;820;944;485;545;414;92;Não
2016-01-07;67;84;Hercules;1847;1454;716;423;1851;815;9;Não
2016-11-29;60;77;Hercules;1132;1413;1261;589;296;1921;99;Não
2016-11-08;68;82;Hercules;768;482;1561;1913;541;1205;35;Não
2016-03-22;63;77;Hercules;1563;1222;1942;1481;600;162;63;Não
2016-03-01;63;77;Hercules;1261;1594;736;555;1988;2002;3;Não
2016-11-17;60;87;Hercules;1789;924;218;1241;1585;759;5;Não
2016-01-13;62;82;Hercules;239;1052;194;1392;282;1338;19;Não
2016-03-22;62;82;Hercules;1575;1183;1146;453;995;1066;58;Não
2016-02-18;61;78;Hercules;1792;1039;1993;1054;1073;980;4;Não
2016-11-20;65;86;Hercules;801;1035;1888;946;311;1856;79;Não
2016-09-24;67;83;Hercules;1113;931;163;1842;1207;1533;3;Não
2016-05-15;62;79;Hercules;997;338;1232;357;1247;1890;75;Não
2016-07-02;67;83;Hercules;1672;1721;530;775;179;328;178;Não
2016-11-17;65;81;Hercules;252;203;315;1551;1502;1289;2;Não
2016-12-14;63;80;Hercules;1469;266;265;1147;1493;1017;149;Não
2016-11-08;61;88;Hercules;1431;391;957;1516;852;1852;33;Não
2016-11-23;61;87;Hercules;1060;718;588;820;327;1904;148;Não
2016-09-30;67;82;Hercules;619;1326;860;1882;1594;1806;82;Não
2016-10-18;63;89;Hercules;875;596;877;884;1790;1729;108;Não
2016-12-02;66;79;Hercules;576;1675;1667;242;1767;496;29;Não
2016-07-29;61;92;Hercules;1631;1635;1845;301;631;436;94;Não
2016-06-11;64;78;Hercules;1610;548;1669;1017;1050;243;123;Não
2016-01-25;67;84;Hercules;1540;960;1174;477;1943;1386;70;Não
2016-07-11;67;89;Hercules;1686;1725;1595;1615;472;1119;26;Não
2016-06-08;60;85;Hercules;408;1982;1099;1785;438;1150;50;Não
2016-10-03;66;87;Hercules;797;799;705;1155;1925;1484;4;Não
2016-03-10;65;81;Hercules;743;1280;1451;204;1598;1131;24;Não
2016-12-08;65;77;Hercules;1970;673;1042;454;1517;461;1;Não
2016-08-31;60;86;Hercules;524;1757;238;843;207;1144;216;Não
2016-10-03;68;90;Hercules;1814;355;1436;1160;828;1375;10;Não
2016-02-06;68;83;Hercules;562;497;1781;1992;1603;823;179;Não
2016-07-17;60;89;Hercules;912;1367;983;1565;986;980;43;Não
2016-09-27;66;87;Hercules;875;1554;301;894;403;457;10;Não
2016-08-22;67;86;Hercules;1064;1846;1841;930;1456;1982;229;Não
2016-08-04;63;86;Hercules;1798;245;1264;1397;802;1814;80;Não
2016-02-09;60;82;Hercules;951;1694;862;1685;1562;1897;245;Não
2016-03-31;62;83;Hercules;1205;795;1933;791;1393;664;26;Não
2016-04-12;60;87;Hercules;875;1577;1793;1803;1878;722;33;Não
2016-05-06;60;81;Hercules;1028;676;1650;1721;1897;1114;40;Não
2016-07-05;68;86;Hercules;982;921;477;1385;1357;1213;254;Não
2016-06-29;61;87;Hercules;219;172;542;999;218;991;110;Não
2016-06-20;63;81;Hercules;1236;773;1495;696;913;227;26;Não
2016-01-10;67;81;Hercules;630;1121;1369;1515;1042;791;77;Não
2016-11-11;62;87;Hercules;1128;250;1169;1823;791;1734;38;Não
2016-12-08;63;81;Hercules;1160;576;1965;219;326;1437;6;Não
2016-06-23;68;88;Hercules;216;1831;658;1873;1171;906;95;Não
2016-11-17;61;77;Hercules;712;678;574;739;967;586;7;Não
2016-03-04;65;75;Hercules;1459;786;803;1973;1027;952;18;Não
2016-09-27;63;81;Hercules;431;290;1819;458;1039;1388;11;Não
2016-04-30;67;86;Hercules;271;1071;1336;984;1200;1506;77;Não
2016-09-18;64;87;Hercules;1937;1370;574;449;1135;1183;25;Não
2016-08-07;67;86;Hercules;547;655;696;1265;1859;1876;50;Não
2016-04-21;61;78;Hercules;1002;708;656;1943;1475;1971;250;Não
2016-12-02;68;77;Hercules;1438;747;302;1326;1616;1822;35;Não
2016-06-20;66;92;Hercules;1678;1102;971;525;795;595;29;Não
2016-02-06;60;84;Hercules;1147;226;1907;1898;828;1759;177;Não
2016-08-04;65;90;Hercules;537;919;744;639;521;640;81;Não
2016-02-24;68;85;Hercules;1284;1421;1141;1956;1035;974;151;Não
2016-07-11;63;85;Hercules;1403;563;608;1367;792;1960;21;Não
2016-03-16;66;78;Hercules;877;641;1761;297;1060;1799;91;Não
2016-02-27;64;75;Hercules;190;1815;1989;1706;1502;1778;19;Não
2016-09-30;61;81;Hercules;886;978;1942;580;220;762;79;Não
2016-03-31;67;80;Hercules;1680;1326;1264;919;1923;1911;28;Não
2016-09-30;63;88;Hercules;754;330;598;503;333;1935;86;Não
2016-04-24;61;82;Hercules;779;630;1109;1344;1550;726;322;Não
2016-09-12;65;88;Hercules;1289;1133;1389;1231;199;1065;98;Não
2016-11-29;61;75;Hercules;1573;1342;1681;1916;1202;519;102;Não
2016-07-26;67;90;Hercules;1011;739;407;1133;1366;398;18;Não
2016-01-07;65;76;Hercules;1863;1715;1778;1549;267;245;4;Não
2016-02-09;62;78;Hercules;174;927;244;1022;1581;551;246;Não
2016-12-23;67;82;Hercules;1283;822;1187;955;753;887;150;Não
2016-01-19;65;76;Hercules;1831;1907;757;961;317;885;3;Não
2016-06-02;67;82;Hercules;1549;1292;550;1974;1941;1575;41;Não
2016-03-13;66;75;Hercules;394;973;1999;1143;651;1758;26;Não
2016-09-03;61;86;Hercules;1340;1326;1676;717;852;178;58;Não
2016-07-29;64;90;Hercules;324;2002;652;265;755;1670;96;Não
2016-11-05;63;78;Hercules;912;1226;894;890;1507;1302;8;Não
2016-01-01;65;80;Hercules;1731;1176;1223;621;647;369;98;Não
2016-07-08;65;85;Hercules;1039;158;668;1155;1213;1454;22;Não
2016-03-28;64;85;Hercules;456;1604;1398;2008;1541;1428;57;Não
2016-03-22;63;88;Hercules;1768;252;1272;1819;1957;615;62;Não
2016-12-08;67;75;Hercules;1743;1644;341;947;810;1684;7;Não
2016-04-18;64;85;Hercules;1708;828;456;594;1409;577;174;Não
2016-11-14;67;81;Hercules;1611;730;708;262;305;1063;106;Não
2016-03-07;68;75;Hercules;784;526;1555;1805;280;986;56;Não
2016-02-21;64;79;Hercules;1204;1024;1492;1719;382;1375;77;Não
2016-01-07;66;79;Hercules;164;1696;1530;205;1380;1323;7;Não
2016-02-27;67;81;Hercules;1950;979;174;1743;1586;1819;17;Não
2016-12-17;63;78;Hercules;1398;1624;498;1919;220;1606;9;Não
2016-02-03;68;77;Hercules;408;1001;1794;487;318;557;104;Não
2016-10-15;63;82;Hercules;578;480;1395;1886;489;802;33;Não
2016-06-17;60;83;Hercules;778;1139;1744;976;998;2011;272;Não
2016-09-03;62;90;Hercules;1860;1577;1961;1487;644;1551;59;Não
2016-04-09;60;85;Hercules;1980;1949;189;1565;553;458;46;Não
2016-05-15;65;77;Hercules;411;239;1497;1304;622;465;72;Não
2016-03-19;66;79;Hercules;539;1483;1020;392;1972;1886;1;Não
2016-11-05;60;78;Hercules;1389;883;686;1954;860;542;6;Não
2016-01-16;64;78;Hercules;1887;187;934;1145;1172;1031;93;Não
2016-11-20;63;77;Hercules;1751;1027;1138;526;1494;306;76;Não
2016-05-30;65;84;Hercules;814;1682;1858;1311;1463;1717;3;Não
2016-02-12;63;79;Hercules;171;566;1025;338;1798;1450;20;Não
2016-05-18;65;85;Hercules;493;1141;1607;1343;1160;372;26;Não
2016-01-07;62;79;Hercules;1920;1710;1189;1386;1519;1578;10;Não
2016-01-13;63;82;Hercules;1028;325;1536;625;216;1571;23;Não
2016-11-29;68;76;Hercules;465;747;1090;817;564;166;97;Não
2016-09-03;66;84;Hercules;702;1922;1825;1312;518;1611;55;Não
2016-11-14;61;81;Hercules;1352;510;220;775;252;933;113;Não
2016-10-21;60;82;Hercules;268;1595;1929;1375;620;841;181;Não
2016-11-05;61;82;Hercules;234;869;533;161;1545;988;12;Não
2016-08-28;61;90;Hercules;1330;1721;731;646;1032;1014;143;Não
2016-11-08;66;83;Hercules;1502;842;968;1879;1446;173;34;Não
2016-07-05;60;83;Hercules;542;1889;1066;207;858;463;248;Não
2016-02-09;62;75;Hercules;478;1619;816;1703;1897;936;244;Não
2016-11-14;66;87;Hercules;1974;447;1629;546;949;1415;112;Não
2016-08-25;63;86;Hercules;1471;243;981;983;381;1093;71;Não
2016-12-08;60;85;Hercules;1524;1446;219;220;1692;193;2;Não
2016-11-08;60;89;Hercules;1346;401;1533;1324;1835;181;30;Não
2016-07-11;60;81;Hercules;1223;808;1099;698;677;811;25;Não
2016-11-17;65;79;Hercules;1198;937;969;1960;1016;199;4;Não
2016-12-02;62;82;Hercules;1862;604;1177;1542;198;1002;36;Não
2016-02-12;61;80;Hercules;215;446;1869;544;953;1472;16;Não
2016-01-13;68;83;Hercules;1666;1920;265;1380;899;1237;25;Não
2016-02-15;62;80;Hercules;1482;1237;1171;1084;629;1351;51;Não
2016-05-06;68;83;Hercules;468;847;1068;1391;1118;1460;37;Não
2016-10-24;66;85;Hercules;1159;1460;190;1223;1459;823;250;Não
2016-05-30;63;85;Hercules;984;1141;255;386;1695;474;8;Não
2016-12-23;62;78;Hercules;1377;407;735;1083;1108;1996;151;Não
2016-05-24;62;88;Hercules;635;710;1444;992;834;1018;44;Não
2016-11-20;60;89;Hercules;1976;1809;633;1640;1620;1140;75;Não
2016-10-30;64;84;Hercules;1601;748;228;155;1269;431;99;Não
2016-07-14;64;89;Hercules;861;1067;380;839;1798;1161;97;Não
2016-09-15;68;89;Hercules;1093;1724;1633;995;1489;1029;176;Não
2016-10-30;68;81;Hercules;1211;912;1838;1898;836;203;96;Não
2016-04-15;66;83;Hercules;629;342;1597;1593;1722;1767;102;Não
2016-07-08;65;87;Hercules;317;886;1391;1917;1739;1227;20;Não
2016-04-18;67;84;Hercules;1280;1885;1686;621;1506;1592;176;Não
2016-12-02;68;85;Hercules;1663;1134;739;1042;1277;1628;34;Não
2016-07-26;63;85;Hercules;1365;181;383;1279;1615;1826;22;Não
2016-09-03;64;85;Hercules;1979;753;216;383;841;1629;56;Não
2016-05-03;64;85;Hercules;820;1515;1574;484;1925;1716;146;Não
2016-11-11;60;83;Hercules;385;564;525;1068;581;896;39;Não
2016-01-01;62;81;Hercules;1719;575;1722;952;890;669;101;Não
2016-08-07;63;83;Hercules;1966;1620;686;301;1041;532;51;Não
2016-08-16;63;95;Hercules;1650;1588;1410;1183;661;197;84;Não
2016-06-08;67;82;Hercules;1735;228;745;1189;1377;299;51;Não
2016-03-31;64;84;Hercules;1065;1785;1795;1417;1204;1105;27;Não
2016-05-09;62;85;Hercules;1580;225;1373;1818;331;1978;111;Não
2016-01-19;60;80;Hercules;781;1225;1095;1118;878;481;19;Não
2016-10-30;65;77;Hercules;1297;923;1759;460;868;1580;93;Não
2016-03-28;63;81;Hercules;289;1583;1281;296;1044;1544;56;Não
2016-03-19;62;88;Hercules;1258;556;1696;1059;824;1100;49;Não
2016-07-08;62;93;Hercules;1361;371;710;285;1186;1583;23;Não
2016-08-16;66;83;Hercules;1153;1046;1274;1872;1175;1448;91;Não
2016-05-27;61;80;Hercules;1482;1226;372;1778;1401;240;3;Não
2016-02-03;63;78;Hercules;1657;1237;2010;658;1333;1881;102;Não
2016-09-27;63;82;Hercules;1189;1335;1239;1375;586;191;14;Não
2016-11-02;67;78;Hercules;1131;1381;404;369;1424;1122;166;Não
2016-11-29;62;82;Hercules;1639;1351;1210;907;1611;1009;98;Não
2016-03-16;63;75;Hercules;1183;1869;1958;290;840;592;97;Não
2016-04-03;68;78;Hercules;1571;954;1892;1156;1992;1374;21;Não
2016-03-31;67;77;Hercules;417;1613;1723;815;232;588;30;Não
2016-09-06;66;83;Hercules;971;1288;2004;582;196;1155;3;Não
2016-04-03;61;86;Hercules;1415;851;1762;1295;787;343;24;Não
2016-08-31;61;90;Hercules;722;1103;978;728;213;1368;209;Não
2016-09-27;65;88;Hercules;1767;1421;256;214;531;464;9;Não
2016-03-13;66;77;Hercules;822;1922;1183;1642;1218;1495;25;Não
2016-03-19;61;83;Hercules;1884;1396;1292;694;638;935;50;Não
2016-11-11;61;89;Hercules;470;918;1493;205;1163;875;40;Não
2016-09-06;66;94;Hercules;1628;369;1064;1928;291;464;2;Não
2016-10-27;60;81;Hercules;802;290;1667;1051;240;1413;27;Não
2016-02-24;60;75;Hercules;1033;170;1941;480;1515;1571;154;Não
2016-09-09;66;83;Hercules;708;1316;952;1528;1821;359;33;Não
2016-03-07;64;80;Hercules;1111;1271;1508;1333;281;1785;58;Não
2016-07-14;62;90;Hercules;634;1785;176;1648;1203;232;92;Não
2016-04-24;67;78;Hercules;172;1678;1882;1093;1440;210;320;Não
2016-12-02;68;78;Hercules;1728;1263;262;1171;1715;1191;30;Não
2016-02-06;62;77;Hercules;275;1284;1902;1255;581;1609;174;Não
2016-11-02;68;81;Hercules;1499;957;419;1969;907;582;169;Não
2016-02-21;67;78;Hercules;1883;1036;637;615;969;1727;81;Não
2016-03-10;67;78;Hercules;1396;1485;1699;1173;796;283;19;Não
2016-10-15;60;90;Hercules;757;1040;1385;2010;1675;506;36;Não
2016-04-18;63;86;Hercules;1761;1298;1585;1603;1394;1375;172;Não
2016-07-26;64;86;Hercules;1224;1570;177;1131;556;514;17;Não
2016-02-06;61;81;Hercules;1838;843;938;880;1166;491;176;Não
2016-01-31;67;77;Hercules;838;893;1721;452;489;1570;29;Não
2016-06-02;67;82;Hercules;896;1164;1699;1968;1443;293;39;Não
2016-12-14;60;80;Hercules;1021;158;179;1597;1526;200;145;Não
2016-05-06;60;86;Hercules;488;156;939;1510;1039;1906;39;Não
2016-01-16;60;85;Hercules;1752;198;1939;842;825;981;91;Não
2016-05-09;61;79;Hercules;911;413;928;1095;528;1338;106;Não
2016-05-06;62;82;Hercules;1207;1120;505;676;1357;1327;41;Não
2016-12-26;67;84;Hercules;450;843;797;1042;1000;1304;32;Não
2016-06-17;65;90;Hercules;1144;166;1338;1008;713;943;265;Não
2016-04-03;65;84;Hercules;1941;668;1674;633;367;546;18;Não
2016-06-05;63;81;Hercules;986;1186;1261;1328;1182;1847;62;Não
2016-05-06;67;77;Hercules;1014;597;489;412;2008;1301;36;Não
2016-01-25;67;75;Hercules;1753;700;989;409;636;1363;72;Não
2016-07-23;62;83;Hercules;1660;696;821;853;1579;1356;187;Não
2016-09-18;67;82;Hercules;1744;1599;1514;1957;1169;303;32;Não
2016-04-06;65;87;Hercules;1767;1231;162;479;846;533;91;Não
2016-01-01;60;82;Hercules;282;1727;945;1631;714;1072;103;Não
